SCH_YEAR,CATEGORY,SCH_CD,DIST_NAME,SCH_NAME,CONTENT_LEVEL,OVERALL_SCORE,KY_RANK,CLASSIFICATION,REWARD_RECOGNITION,BASE_YR_SCORE,AMO_GOAL,AMO_MET,PARTICIPATION_NEXT_YR,GRADUATION_RATE_GOAL
20122013,Accountability,235540,Harlan County,Rosspoint Elementary School,Middle School,71.1,97,Distinguished/Progressing,School of Distinction,69.9,70.4,Yes,Yes,N/A
20122013,Accountability,235640,Harlan County,Wallins Elementary School,Elementary School,46.1,12,Needs Improvement,,48.7,49.7,No,Yes,N/A
20122013,Accountability,235640,Harlan County,Wallins Elementary School,Middle School,60.8,78,Proficient/Progressing,,52.1,53.1,Yes,Yes,N/A
20122013,Accountability,236020,Harlan Independent,Harlan Elementary School,Elementary School,64.2,76,Proficient/Progressing,,61.0,62.0,Yes,Yes,N/A
20122013,Accountability,236030,Harlan Independent,Harlan High School,High School,68.9,96,Distinguished,,63.7,64.2,Yes,Yes,No
20122013,Accountability,236030,Harlan Independent,Harlan High School,Middle School,63.6,87,Proficient,,66.2,66.7,No,Yes,N/A
20122013,Accountability,241035,Harrison County,Eastside Elementary School,Elementary School,57.2,48,Needs Improvement/Progressing,,55.2,56.2,Yes,Yes,N/A
20122013,Accountability,241040,Harrison County,Harrison County High School,High School,58.8,72,Proficient,Focus School,54.9,55.9,Yes,Yes,No
20122013,Accountability,241043,Harrison County,Harrison County Middle School,Middle School,53.1,46,Needs Improvement,,55.5,56.5,No,Yes,N/A
20122013,Accountability,241045,Harrison County,Northside Elementary School,Elementary School,56.6,45,Needs Improvement/Progressing,,53.6,54.6,Yes,Yes,N/A
20122013,Accountability,241038,Harrison County,Southside Elementary School,Elementary School,59.3,56,Needs Improvement,,58.7,59.7,No,Yes,N/A
20122013,Accountability,241075,Harrison County,Westside Elementary School,Elementary School,53.1,33,Needs Improvement,,59.4,60.4,No,Yes,N/A
20122013,Accountability,245010,Hart County,Bonnieville Elementary School,Elementary School,46.3,12,Needs Improvement,,49.7,50.7,No,Yes,N/A
20122013,Accountability,245010,Hart County,Bonnieville Elementary School,Middle School,53.8,48,Needs Improvement,,62.2,62.7,No,Yes,N/A
20122013,Accountability,245030,Hart County,Cub Run Elementary School,Middle School,76.0,99,Distinguished/Progressing,School of Distinction,68.6,69.1,Yes,Yes,N/A
20122013,Accountability,245030,Hart County,Cub Run Elementary School,Elementary School,71.9,93,Distinguished/Progressing,High Performing School/High Progress School,61.9,62.9,Yes,Yes,N/A
20122013,Accountability,245045,Hart County,Hart County High School,High School,64.2,89,Proficient/Progressing,Focus School,57.8,58.8,Yes,Yes,Yes
20122013,Accountability,245050,Hart County,Legrande Elementary School,Middle School,61.0,79,Proficient,,72.0,72.5,No,Yes,N/A
20122013,Accountability,245050,Hart County,Legrande Elementary School,Elementary School,63.3,73,Proficient,,65.2,65.7,No,Yes,N/A
20122013,Accountability,245070,Hart County,Memorial Elementary School,Middle School,53.5,47,Needs Improvement,,63.0,63.5,No,Yes,N/A
20122013,Accountability,245070,Hart County,Memorial Elementary School,Elementary School,51.5,27,Needs Improvement,,57.0,58.0,No,Yes,N/A
20122013,Accountability,245090,Hart County,Munfordville Elementary School,Elementary School,63.3,73,Proficient,,67.1,67.6,No,Yes,N/A
20122013,Accountability,245090,Hart County,Munfordville Elementary School,Middle School,63.9,87,Proficient/Progressing,,59.3,59.8,Yes,Yes,N/A
20122013,Accountability,246010,Hazard Independent,Hazard High School,High School,60.4,78,Proficient/Progressing,,59.4,59.9,Yes,Yes,Yes
20122013,Accountability,246045,Hazard Independent,Hazard Middle School,Middle School,58.8,70,Proficient,,58.4,59.4,No,Yes,N/A
20122013,Accountability,246060,Hazard Independent,Roy G. Eversole Elementary School,Elementary School,61.4,65,Needs Improvement/Progressing,,58.7,59.7,Yes,Yes,N/A
20122013,Accountability,251030,Henderson County,A B Chandler Elementary School,Elementary School,61.0,63,Needs Improvement,,60.3,61.3,No,Yes,N/A
20122013,Accountability,251010,Henderson County,Bend Gate Elementary School,Elementary School,59.1,56,Needs Improvement/Progressing,,54.4,55.4,Yes,Yes,N/A
20122013,Accountability,251020,Henderson County,Cairo Elementary School,Elementary School,63.7,75,Proficient,,68.1,68.6,No,Yes,N/A
20122013,Accountability,251033,Henderson County,East Heights Elementary School,Elementary School,68.7,88,Proficient/Progressing,,67.7,68.2,Yes,Yes,N/A
20122013,Accountability,251060,Henderson County,Henderson County High School,High School,65.2,91,Distinguished/Progressing,High Performing School/High Progress School,55.2,56.2,Yes,Yes,Yes
20122013,Accountability,251065,Henderson County,Henderson County North Middle School,Middle School,50.2,34,Needs Improvement/Progressing,Focus School,46.1,47.1,Yes,Yes,N/A
20122013,Accountability,251150,Henderson County,Henderson County South Middle School,Middle School,63.5,87,Proficient/Progressing,,54.8,55.8,Yes,Yes,N/A
20122013,Accountability,251160,Henderson County,Jefferson Elementary School,Elementary School,45.8,11,Needs Improvement,,52.3,53.3,No,Yes,N/A
20122013,Accountability,251070,Henderson County,Niagara Elementary School,Elementary School,68.6,87,Proficient/Progressing,,61.1,62.1,Yes,Yes,N/A
20122013,Accountability,251091,Henderson County,South Heights Elementary School,Elementary School,57.9,51,Needs Improvement/Progressing,,52.8,53.8,Yes,Yes,N/A
20122013,Accountability,251110,Henderson County,Spottsville Elementary School,Elementary School,66.7,84,Proficient,,69.4,69.9,No,Yes,N/A
20122013,Accountability,255010,Henry County,Campbellsburg Elementary School,Elementary School,47.2,15,Needs Improvement,,50.6,51.6,No,Yes,N/A
20122013,Accountability,255020,Henry County,Eastern Elementary School,Elementary School,56.9,47,Needs Improvement,,59.4,60.4,No,Yes,N/A
20122013,Accountability,255035,Henry County,Henry County High School,High School,59.2,74,Proficient/Progressing,Focus School,52.6,53.6,Yes,Yes,Yes
20122013,Accountability,255038,Henry County,Henry County Middle School,Middle School,51.0,38,Needs Improvement,,50.2,51.2,No,Yes,N/A
20122013,Accountability,255040,Henry County,New Castle Elementary School,Elementary School,54.4,37,Needs Improvement,,57.2,58.2,No,Yes,N/A
20122013,Accountability,261020,Hickman County,Hickman County Elementary School,Elementary School,55.1,39,Needs Improvement,,57.4,58.4,No,Yes,N/A
20122013,Accountability,261050,Hickman County,Hickman County High School,High School,70.4,97,Distinguished/Progressing,School of Distinction,66.5,67.0,Yes,Yes,Yes
20122013,Accountability,261050,Hickman County,Hickman County High School,Middle School,49.3,31,Needs Improvement,,56.8,57.8,No,Yes,N/A
20122013,Accountability,265140,Hopkins County,Browning Springs Middle School,Middle School,45.5,17,Needs Improvement,Focus School,46.4,47.4,No,Yes,N/A
20122013,Accountability,265330,Hopkins County,Earlington Elementary School,Elementary School,46.9,14,Needs Improvement,,51.6,52.6,No,Yes,N/A
20122013,Accountability,265090,Hopkins County,Grapevine Elementary School,Elementary School,53.6,35,Needs Improvement,,66.3,66.8,No,Yes,N/A
20122013,Accountability,265110,Hopkins County,Hanson Elementary School,Elementary School,75.5,98,Distinguished/Progressing,School of Distinction,72.4,72.9,Yes,Yes,N/A
20122013,Accountability,265130,Hopkins County,Hopkins County Central High School,High School,69.1,96,Distinguished,Priority School,56.6,57.6,Yes,Yes,No
20122013,Accountability,265075,Hopkins County,James Madison Middle School,Middle School,65.0,90,Distinguished/Progressing,High Performing School,60.9,61.4,Yes,Yes,N/A
20122013,Accountability,265020,Hopkins County,Jesse Stuart Elementary School,Elementary School,55.3,40,Needs Improvement,,64.0,64.5,No,Yes,N/A
20122013,Accountability,265145,Hopkins County,Madisonville North Hopkins High School,High School,65.2,91,Distinguished/Progressing,High Performing School/High Progress School,55.3,56.3,Yes,Yes,Yes
20122013,Accountability,265200,Hopkins County,Pride Elementary School,Elementary School,54.4,37,Needs Improvement/Progressing,,49.1,50.1,Yes,Yes,N/A
20122013,Accountability,265185,Hopkins County,South Hopkins Middle School,Middle School,61.3,80,Proficient/Progressing,Focus School,54.4,55.4,Yes,Yes,N/A
20122013,Accountability,265280,Hopkins County,Southside Elementary School,Elementary School,55.8,42,Needs Improvement,,63.2,63.7,No,Yes,N/A
20122013,Accountability,265250,Hopkins County,West Broadway Elementary School,Elementary School,65.8,81,Proficient/Progressing,,63.5,64.0,Yes,Yes,N/A
20122013,Accountability,265006,Hopkins County,West Hopkins School,Middle School,58.5,69,Needs Improvement/Progressing,Focus School/High Progress School,45.5,46.5,Yes,Yes,N/A
20122013,Accountability,265006,Hopkins County,West Hopkins School,Elementary School,54.4,37,Needs Improvement,,56.4,57.4,No,Yes,N/A
20122013,Accountability,271020,Jackson County,Jackson County High School,High School,55.9,58,Needs Improvement,Focus School,45.1,46.1,Yes,Yes,No
20122013,Accountability,271025,Jackson County,Jackson County Middle School,Middle School,41.8,10,Needs Improvement,Focus School,43.1,44.1,No,Yes,N/A
20122013,Accountability,271180,Jackson County,McKee Elementary School,Elementary School,52.5,31,Needs Improvement,,57.4,58.4,No,Yes,N/A
20122013,Accountability,271280,Jackson County,Sand Gap Elementary School,Elementary School,60.2,60,Needs Improvement/Progressing,,57.9,58.9,Yes,Yes,N/A
20122013,Accountability,271340,Jackson County,Tyner Elementary School,Elementary School,57.7,50,Needs Improvement/Progressing,,52.0,53.0,Yes,Yes,N/A
20122013,Accountability,272011,Jackson Independent,Jackson City School,Elementary School,59.3,56,Needs Improvement/Progressing,,53.1,54.1,Yes,Yes,N/A
20122013,Accountability,272011,Jackson Independent,Jackson City School,Middle School,67.5,94,Distinguished/Progressing,High Performing School,64.9,65.4,Yes,Yes,N/A
20122013,Accountability,272011,Jackson Independent,Jackson City School,High School,77.2,98,Distinguished,,66.0,66.5,Yes,Yes,No
20122013,Accountability,275018,Jefferson County,Atherton High School,High School,65.6,92,Distinguished/Progressing,High Performing School,60.3,60.8,Yes,Yes,Yes
20122013,Accountability,275185,Jefferson County,Atkinson Academy,Elementary School,49.9,22,Needs Improvement/Progressing,Focus School,46.3,47.3,Yes,Yes,N/A
20122013,Accountability,275127,Jefferson County,Auburndale Elementary School,Elementary School,59.5,57,Needs Improvement/Progressing,,58.2,59.2,Yes,Yes,N/A
20122013,Accountability,275044,Jefferson County,Audubon Traditional Elem,Elementary School,63.3,73,Proficient,,72.6,73.1,No,Yes,N/A
20122013,Accountability,275105,Jefferson County,Ballard High,High School,67.2,94,Distinguished/Progressing,Focus School,61.8,62.3,Yes,Yes,Yes
20122013,Accountability,275040,Jefferson County,Barret Traditional Middle,Middle School,70.4,97,Distinguished/Progressing,School of Distinction,69.4,69.9,Yes,Yes,N/A
20122013,Accountability,275055,Jefferson County,Bates Elementary,Elementary School,55.3,40,Needs Improvement,Focus School,56.8,57.8,No,Yes,N/A
20122013,Accountability,275149,Jefferson County,Blake Elementary,Elementary School,48.5,18,Needs Improvement/Progressing,,46.4,47.4,Yes,Yes,N/A
20122013,Accountability,275225,Jefferson County,Bloom Elementary,Elementary School,66.5,83,Proficient/Progressing,,62.8,63.3,Yes,Yes,N/A
20122013,Accountability,275091,Jefferson County,Blue Lick Elementary,Elementary School,39.3,3,Needs Improvement,Focus School,47.1,48.1,No,Yes,N/A
20122013,Accountability,275094,Jefferson County,Bowen Elementary,Elementary School,65.2,79,Proficient/Progressing,,61.8,62.8,Yes,Yes,N/A
20122013,Accountability,275260,Jefferson County,Brandeis Elementary,Elementary School,72.4,94,Distinguished,,79.8,80.3,No,Yes,N/A
20122013,Accountability,275038,Jefferson County,Breckinridge/Franklin Elementary,Elementary School,61.3,64,Needs Improvement/Progressing,,52.2,53.2,Yes,Yes,N/A
20122013,Accountability,275165,Jefferson County,Brown School,Elementary School,62.3,69,Needs Improvement,,64.1,64.6,No,Yes,N/A
20122013,Accountability,275165,Jefferson County,Brown School,Middle School,68.6,95,Distinguished,,75.9,76.4,No,Yes,N/A
20122013,Accountability,275165,Jefferson County,Brown School,High School,82.6,99,Distinguished/Progressing,School of Distinction,75.7,76.2,Yes,Yes,Yes
20122013,Accountability,275045,Jefferson County,Butler Traditional High School,High School,65.4,91,Distinguished/Progressing,Focus School,63.0,63.5,Yes,Yes,Yes
20122013,Accountability,275243,Jefferson County,Byck Elementary,Elementary School,42.0,5,Needs Improvement,Focus School,49.4,50.4,No,Yes,N/A
20122013,Accountability,275004,Jefferson County,Camp Taylor Elementary,Elementary School,48.1,17,Needs Improvement/Progressing,Focus School,44.1,45.1,Yes,Yes,N/A
20122013,Accountability,275005,Jefferson County,Cane Run Elementary,Elementary School,43.7,8,Needs Improvement,Focus School,46.3,47.3,No,Yes,N/A
20122013,Accountability,275167,Jefferson County,Carrithers Middle School,Middle School,52.0,40,Needs Improvement/Progressing,Focus School,50.7,51.7,Yes,Yes,N/A
20122013,Accountability,275680,Jefferson County,Carter Elementary,Elementary School,70.3,91,Distinguished,,73.5,74.0,No,Yes,N/A
20122013,Accountability,275179,Jefferson County,Central High School,High School,54.4,48,Needs Improvement/Progressing,Focus School,46.5,47.5,Yes,Yes,Yes
20122013,Accountability,275102,Jefferson County,Chancey Elementary School,Elementary School,57.0,47,Needs Improvement,,58.6,59.6,No,Yes,N/A
20122013,Accountability,275046,Jefferson County,Chenoweth Elementary School,Elementary School,69.1,88,Proficient/Progressing,,65.5,66.0,Yes,Yes,N/A
20122013,Accountability,275323,Jefferson County,Cochran Elementary,Elementary School,43.0,7,Needs Improvement/Progressing,Focus School,37.2,38.2,Yes,Yes,N/A
20122013,Accountability,275083,Jefferson County,Cochrane Elementary,Elementary School,48.4,18,Needs Improvement/Progressing,Focus School,44.7,45.7,Yes,Yes,N/A
20122013,Accountability,275660,Jefferson County,Coleridge-Taylor Elementary,Elementary School,59.1,56,Needs Improvement/Progressing,Focus School,54.1,55.1,Yes,Yes,N/A
20122013,Accountability,275164,Jefferson County,Conway Middle School,Middle School,38.6,7,Needs Improvement,Focus School,39.2,40.2,No,Yes,N/A
20122013,Accountability,275060,Jefferson County,Coral Ridge Elementary,Elementary School,57.1,48,Needs Improvement,,58.0,59.0,No,Yes,N/A
20122013,Accountability,275119,Jefferson County,Crosby Middle School,Middle School,58.9,71,Proficient,Focus School,62.0,62.5,No,Yes,N/A
20122013,Accountability,275092,Jefferson County,Crums Lane Elementary,Elementary School,49.3,20,Needs Improvement,,55.6,56.6,No,Yes,N/A
20122013,Accountability,275082,Jefferson County,Dixie Elementary,Elementary School,53.2,33,Needs Improvement/Progressing,Focus School,48.8,49.8,Yes,Yes,N/A
20122013,Accountability,275100,Jefferson County,Doss High,High School,42.8,8,Needs Improvement/Progressing,Priority School,35.8,36.8,Yes,Yes,Yes
20122013,Accountability,275156,Jefferson County,Dunn Elementary School,Elementary School,68.9,88,Proficient/Progressing,,65.5,66.0,Yes,Yes,N/A
20122013,Accountability,275200,Jefferson County,Dupont Manual High,High School,86.8,99,Distinguished,,87.3,87.8,No,Yes,Yes
20122013,Accountability,275007,Jefferson County,Eastern High,High School,66.8,94,Distinguished/Progressing,High Performing School,61.5,62.0,Yes,Yes,Yes
20122013,Accountability,275131,Jefferson County,Eisenhower Elementary School,Elementary School,58.9,55,Needs Improvement/Progressing,Focus School,52.2,53.2,Yes,Yes,N/A
20122013,Accountability,275240,Jefferson County,Engelhard Elementary,Elementary School,50.2,23,Needs Improvement/Progressing,,48.1,49.1,Yes,Yes,N/A
20122013,Accountability,275010,Jefferson County,Fairdale Elementary School,Elementary School,52.0,29,Needs Improvement,,56.5,57.5,No,Yes,N/A
20122013,Accountability,275057,Jefferson County,Fairdale High School MCA,High School,52.0,36,Needs Improvement,Priority School,46.0,47.0,Yes,Yes,No
20122013,Accountability,275212,Jefferson County,Farmer Elementary,Elementary School,67.8,85,Proficient/Progressing,High Progress School,61.4,62.4,Yes,Yes,N/A
20122013,Accountability,275049,Jefferson County,Farnsley Middle,Middle School,49.6,31,Needs Improvement,Focus School,49.3,50.3,No,Yes,N/A
